dataset_id,model_name,capacity_basis,quantity,estimate,ci_low,ci_high,finite_replicates,replicates,seed
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,fifo__alert_precision,0.77048216385731083,0.75484751670802919,0.78525331045807956,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,fifo__alert_coverage,0.12948810857105211,0.1250522822428462,0.13406996924933048,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,fifo__false_alerts_per_100,1.7602405110860579,1.6463212500018722,1.8794964028776979,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,fifo__budget_utilization,0.95758258258258255,0.94423544031845819,0.9698120544278066,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,fifo__action_precision,0.73640101201771035,0.72226626829078422,0.74956898543544404,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,fifo__action_coverage,0.15340272745240136,0.14839787826264683,0.15871265975772747,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,fifo__exhaustion_share,0.90437601296596437,0.88006482982171796,0.92544570502431123,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,fifo__exhaustion_fraction_conditional,0.2469414575866189,0.23397038745772622,0.26134171711393944,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,paced__alert_precision,0.74389051808406648,0.72692102703638062,0.76046190118984036,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,paced__alert_coverage,0.10027011002042295,0.097214076868368693,0.10345208640487763,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,paced__false_alerts_per_100,1.5753476136790683,1.4704109212195577,1.6783957422466025,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,paced__budget_utilization,0.76801801801801806,0.74661999881961549,0.78869499241274654,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,paced__action_precision,0.70944674444862632,0.694516871871106,0.72460073454062834,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,paced__action_coverage,0.12418472890177218,0.12063359639925292,0.12780965412084153,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,paced__exhaustion_share,0.42463533225283628,0.3841166936790924,0.46353322528363045,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,paced__exhaustion_fraction_conditional,0.92033078880407126,0.9163961364339881,0.92419973387290733,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,delta_paced_minus_fifo__alert_precision,-0.026591645773244355,-0.042150586146816084,-0.010248354805028875,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,delta_paced_minus_fifo__alert_coverage,-0.029217998550629162,-0.033361613123243178,-0.025305555077473341,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,delta_paced_minus_fifo__false_alerts_per_100,-0.18489289740698966,-0.29879548155310764,-0.075885236746714907,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,delta_paced_minus_fifo__budget_utilization,-0.1895645645645645,-0.20739385227775325,-0.17249322670449485,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,delta_paced_minus_fifo__action_precision,-0.026954267569084034,-0.039180369578217356,-0.013712133500147846,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,delta_paced_minus_fifo__action_coverage,-0.029217998550629176,-0.033361613123243192,-0.025305555077473341,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,delta_paced_minus_fifo__exhaustion_share,-0.47974068071312809,-0.52025931928687197,-0.44084278768233387,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_100_planned,delta_paced_minus_fifo__exhaustion_fraction_conditional,0.67338933121745237,0.65816362347383517,0.68693148743651145,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,fifo__alert_precision,0.76832844574780057,0.75262795534853766,0.78373932457669038,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,fifo__alert_coverage,0.1208248237696818,0.11652301010161512,0.12527483411541646,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,fifo__false_alerts_per_100,1.6625328823750469,1.5492320930556762,1.7794318943068987,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,fifo__budget_utilization,0.96717990275526744,0.95644246353322526,0.9769145056726094,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,fifo__action_precision,0.73282188125416947,0.71863418667155821,0.74622925683100005,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,fifo__action_coverage,0.14473944265103103,0.13975082713492179,0.15018586222183647,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,fifo__exhaustion_share,0.91896272285251213,0.89785251215559148,0.93841166936790921,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,fifo__exhaustion_fraction_conditional,0.24091710758377424,0.22762801774287375,0.25572331022995914,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,paced__alert_precision,0.74060542797494777,0.72285863774630255,0.75859377073141454,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,paced__alert_coverage,0.093484419263456089,0.090281831540203944,0.096749269625770462,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,paced__false_alerts_per_100,1.4941751221345358,1.3861192165705063,1.5994046825615713,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,paced__budget_utilization,0.77633711507293357,0.75648298217179899,0.79639384116693679,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,paced__action_precision,0.70518401266323705,0.68964056721471656,0.72081584242874863,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,paced__action_coverage,0.11739903814480532,0.11367179801530802,0.12129112412814609,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,paced__exhaustion_share,0.42949756888168555,0.38897893030794167,0.46681523500810351,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,paced__exhaustion_fraction_conditional,0.91534591194968551,0.91156850641491183,0.91917175721408506,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,delta_paced_minus_fifo__alert_precision,-0.027723017772852798,-0.043916031521009778,-0.011077267157065515,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,delta_paced_minus_fifo__alert_coverage,-0.027340404506225713,-0.031207134056616074,-0.023585766103266136,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,delta_paced_minus_fifo__false_alerts_per_100,-0.16835776024051108,-0.27423247850665222,-0.063312537894421095,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,delta_paced_minus_fifo__budget_utilization,-0.19084278768233387,-0.20847346029173414,-0.17382495948136145,2000,2000,20260911
many_labs_igt,hist_gradient_boosting,eight_per_episode,delta_paced_minus_fifo__action_precision,-0.027637868590932424,-0.040167987040819766,-0.01451551173760735,2000,2000,20260911
