evidence_scenario,dataset_id,evaluation_scope,model_name,component_arm,reference_arm,metric,delta_arm_minus_full,ci_low,ci_high,bootstrap_unit,bootstrap_method,bootstrap_replicates,bootstrap_seed
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,shared_capacity,full_controls,review_capacity_overflow_abstentions_per_100,-0.6839534009770762,-0.7959177621315651,-0.5601415867381051,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,shared_capacity,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,shared_capacity,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,alert_rate,0.21966178128523112,0.20531286121542186,0.23547923579565358,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,human_review_rate,0.07144682450206688,0.06773024481047098,0.07524658345328064,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,abstain_rate,-0.07144682450206691,-0.07524658345328065,-0.06773024481047099,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,no_action_rate,-0.21966178128523106,-0.23547923579565364,-0.2053128612154219,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,event_coverage_by_alert,0.33671519862968574,0.31613437941339556,0.3583539874095061,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,alert_precision,0.009493223716314891,-0.006468166612085954,0.02440505271051275,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,false_alerts_per_100,6.600526118000751,6.208122572822657,7.048514285104061,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,event_coverage_by_human_review,0.08508465643323011,0.08068954111065094,0.08928067749921655,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,non_event_human_reviews_per_100,3.2619316046599023,3.0061087476182364,3.519689633797056,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,auto_capacity_blocks_per_100,-21.96617812852311,-23.54792357956536,-20.531286121542184,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,review_capacity_overflow_abstentions_per_100,-7.144682450206689,-7.524658345328065,-6.773024481047098,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20280813
clean,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,capacity_off,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20280813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,alert_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,human_review_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,abstain_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,no_action_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,event_coverage_by_alert,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,alert_precision,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,false_alerts_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,event_coverage_by_human_review,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,non_event_human_reviews_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,auto_capacity_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,review_capacity_overflow_abstentions_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,evidence_gate_off,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,alert_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,human_review_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,abstain_rate,-0.19338983050847458,-0.2197457627118644,-0.16847457627118645,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,no_action_rate,0.19338983050847458,0.16847457627118645,0.2197457627118644,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,event_coverage_by_alert,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,alert_precision,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,false_alerts_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,event_coverage_by_human_review,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,non_event_human_reviews_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,auto_capacity_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,review_capacity_overflow_abstentions_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,uncertainty_gate_off,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,alert_rate,-0.014152542372881358,-0.016186440677966103,-0.011949152542372884,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,human_review_rate,0.01440677966101695,0.012288135593220338,0.01635593220338983,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,abstain_rate,-0.014406779661016944,-0.016355932203389822,-0.01228813559322034,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,no_action_rate,0.014152542372881327,0.011949152542372943,0.01618644067796604,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,event_coverage_by_alert,-0.02002416709822199,-0.023049445761067218,-0.016739672127626976,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,alert_precision,-0.0140095023468787,-0.045732752414211326,0.019390675471745156,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,false_alerts_per_100,-0.43220338983050854,-0.5677966101694916,-0.30508474576271183,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,event_coverage_by_human_review,0.015535991714137753,0.012481028211538943,0.01862101092310987,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,non_event_human_reviews_per_100,0.6779661016949152,0.516949152542373,0.8305084745762712,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,auto_capacity_blocks_per_100,1.415254237288135,1.1949152542372907,1.618644067796609,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,review_capacity_overflow_abstentions_per_100,-1.4406779661016955,-1.6355932203389827,-1.2288135593220346,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,shared_capacity,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,alert_rate,0.19694915254237289,0.1585550847457627,0.24229449152542368,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,human_review_rate,0.09296610169491526,0.08025211864406781,0.10619279661016946,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,abstain_rate,-0.09296610169491526,-0.1061927966101695,-0.0802521186440678,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,no_action_rate,-0.19694915254237289,-0.24229449152542376,-0.15855508474576271,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,event_coverage_by_alert,0.31796996374935266,0.2583186241829807,0.37972341789055053,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,alert_precision,0.10251511375698008,0.0646726497550511,0.14077419107695066,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,false_alerts_per_100,4.084745762711864,3.4322033898305087,4.864406779661016,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,event_coverage_by_human_review,0.12221646815121698,0.10682632665219405,0.13788002616285597,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,non_event_human_reviews_per_100,3.2966101694915255,2.6864406779661016,3.9576271186440675,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,auto_capacity_blocks_per_100,-19.694915254237287,-24.229449152542372,-15.855508474576274,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,review_capacity_overflow_abstentions_per_100,-9.296610169491526,-10.61927966101695,-8.02521186440678,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,capacity_off,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20290813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,alert_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,human_review_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,abstain_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,no_action_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,event_coverage_by_alert,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,alert_precision,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,false_alerts_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,event_coverage_by_human_review,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,non_event_human_reviews_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,auto_capacity_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,review_capacity_overflow_abstentions_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,evidence_gate_off,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,alert_rate,0.005254237288135594,0.002796610169491523,0.00796610169491525,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,human_review_rate,0.00016949152542372874,0.0,0.0004237288135593223,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,abstain_rate,-0.31940677966101694,-0.38899999999999996,-0.2500783898305085,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,no_action_rate,0.3139830508474576,0.24565466101694913,0.3826313559322034,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,event_coverage_by_alert,0.011393060590367685,0.007269604422225982,0.015039199508513101,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,alert_precision,0.08325614220810729,0.0321792644731368,0.128835204903338,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,false_alerts_per_100,-0.03389830508474567,-0.27118644067796627,0.23728813559322037,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,event_coverage_by_human_review,-0.00034524426031417275,-0.0012042130331061038,0.0005111690493942985,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,non_event_human_reviews_per_100,0.03389830508474578,-0.008474576271186418,0.0847457627118644,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,auto_capacity_blocks_per_100,31.398305084745758,24.565466101694913,38.26313559322034,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,review_capacity_overflow_abstentions_per_100,3.194915254237287,1.7796610169491522,4.898516949152543,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,uncertainty_gate_off,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,alert_rate,0.00271186440677966,0.0005932203389830484,0.004745762711864408,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,human_review_rate,0.005677966101694915,0.0023707627118644057,0.009324152542372873,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,abstain_rate,-0.005677966101694909,-0.009324152542372899,-0.0023707627118644357,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,no_action_rate,-0.0027118644067796738,-0.004745762711864389,-0.0005932203389830137,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,event_coverage_by_alert,0.003279820472984637,0.0008461561295800932,0.005664007398915859,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,alert_precision,0.010785424336826221,-0.011636436127057065,0.032355002293682975,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,false_alerts_per_100,0.11016949152542366,-0.03389830508474567,0.2457627118644068,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,event_coverage_by_human_review,0.006387018815812187,0.003217939738519007,0.009948731708719443,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,non_event_human_reviews_per_100,0.25423728813559326,0.050847457627118675,0.46610169491525427,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,auto_capacity_blocks_per_100,-0.2711864406779654,-0.47457627118644297,-0.05932203389830448,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,review_capacity_overflow_abstentions_per_100,-0.5677966101694913,-0.9324152542372882,-0.23707627118644123,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,shared_capacity,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,alert_rate,0.35381355932203395,0.2612627118644068,0.4492372881355932,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,human_review_rate,0.11576271186440677,0.07059322033898306,0.16493220338983042,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,abstain_rate,-0.11576271186440679,-0.16493220338983053,-0.07059322033898308,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,no_action_rate,-0.3538135593220339,-0.44923728813559316,-0.2612627118644068,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,event_coverage_by_alert,0.4224063524943898,0.3216505516852198,0.5203363058879293,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,alert_precision,0.12477763856018065,0.0765631779167047,0.17307201514969375,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,false_alerts_per_100,14.64406779661017,10.97457627118644,18.40699152542373,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,event_coverage_by_human_review,0.09925772484032452,0.05719064142335615,0.14683612383006298,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,non_event_human_reviews_per_100,6.703389830508474,4.109957627118645,9.491525423728813,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,auto_capacity_blocks_per_100,-35.38135593220339,-44.92372881355932,-26.126271186440682,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,review_capacity_overflow_abstentions_per_100,-11.576271186440678,-16.49322033898305,-7.059322033898305,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,capacity_off,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20300813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,alert_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,human_review_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,abstain_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,no_action_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,event_coverage_by_alert,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,alert_precision,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,false_alerts_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,event_coverage_by_human_review,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,non_event_human_reviews_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,auto_capacity_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,review_capacity_overflow_abstentions_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,invalid_evidence_action_acceptance_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,evidence_gate_off,full_controls,direct_evidence_gate_blocks_per_100,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,uncertainty_gate_off,full_controls,alert_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
clean,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,uncertainty_gate_off,full_controls,human_review_rate,0.0,0.0,0.0,participant,paired cluster percentile,2000,20310813
