evidence_scenario,component_arm,dataset_id,evaluation_scope,model_name,n_participants,n_decisions,n_positive,n_alert,n_true_alerts,n_false_alerts,n_human_review,n_event_human_reviews,n_non_event_human_reviews,n_abstain,n_no_action,n_auto_capacity_blocks,n_review_capacity_overflow_abstentions,alert_rate,human_review_rate,abstain_rate,no_action_rate,event_coverage_by_alert,alert_precision,false_alerts_per_100,event_coverage_by_human_review,non_event_human_reviews_per_100,auto_capacity_blocks_per_100,review_capacity_overflow_abstentions_per_100,route_rate_sum,n_invalid_evidence,n_action_on_invalid_evidence,invalid_evidence_action_acceptance_rate,n_invalid_evidence_forced_abstain,n_direct_evidence_gate_blocks,direct_evidence_gate_blocks_per_100,participant_alerts_median,participant_alerts_q1,participant_alerts_q3,participant_alerts_p90,participant_reviews_median,participant_reviews_q1,participant_reviews_q3,participant_reviews_p90,route_agreement_with_full,prediction_scores_changed,predictive_metric_credit_applicable
missing_stale_stress,shared_capacity,many_labs_igt,participant_grouped_outer_cv,history_baseline,617,66525,30358,4656,2916,1740,1211,666,545,29165,31493,20196,4150,0.06998872604284104,0.01820368282600526,0.4384066140548666,0.4734009770762871,0.09605375848211345,0.6262886597938144,2.6155580608793687,0.021938204097766652,0.8192408868846298,30.358511837655016,6.238256294626081,1.0,6798,0,0.0,6798,6798,10.218714768883878,9.0,6.0,10.0,10.0,1.0,0.0,3.0,7.0,0.9727621195039459,False,False
missing_stale_stress,shared_capacity,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,617,66525,30358,4390,2996,1394,1624,1037,587,16865,43646,12961,3748,0.0659902292371289,0.024411875234874106,0.25351371664787675,0.6560841788801203,0.09868897819355689,0.6824601366742596,2.0954528372792183,0.034159035509585614,0.8823750469748215,19.482901164975573,5.633972190905674,1.0,6798,0,0.0,6798,6798,10.218714768883878,8.0,6.0,9.0,9.0,2.0,1.0,4.0,5.0,0.9781585869973695,False,False
missing_stale_stress,shared_capacity,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,59,11800,5793,304,201,103,282,147,135,4079,7135,2197,818,0.02576271186440678,0.023898305084745764,0.34567796610169493,0.6046610169491525,0.03469704816157431,0.6611842105263158,0.8728813559322034,0.025375453133091662,1.1440677966101696,18.61864406779661,6.932203389830509,1.0,1208,0,0.0,1208,1208,10.23728813559322,5.0,4.0,6.0,7.0,5.0,4.0,6.0,7.200000000000003,0.9722881355932204,False,False
missing_stale_stress,shared_capacity,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,59,11800,5793,421,195,226,149,70,79,6085,5145,3679,1168,0.035677966101694915,0.012627118644067797,0.5156779661016949,0.43601694915254235,0.033661315380631794,0.46318289786223277,1.9152542372881356,0.012083549110996029,0.6694915254237288,31.177966101694917,9.898305084745763,1.0,1208,0,0.0,1208,1208,10.23728813559322,8.0,5.0,10.0,10.0,1.0,0.0,4.5,8.400000000000006,0.9846610169491525,False,False
missing_stale_stress,shared_capacity,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,59,11800,5793,445,227,218,145,77,68,3388,7822,2582,859,0.03771186440677966,0.01228813559322034,0.28711864406779664,0.6628813559322034,0.03918522354565855,0.5101123595505618,1.847457627118644,0.013291904022095633,0.576271186440678,21.88135593220339,7.279661016949152,1.0,1208,0,0.0,1208,1208,10.23728813559322,8.0,7.0,9.0,9.0,2.0,1.0,3.0,4.0,0.9905084745762712,False,False
missing_stale_stress,uncertainty_gate_off,many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,617,66525,30358,4733,3632,1101,1214,724,490,11168,49410,10564,4370,0.07114618564449456,0.018248778654641112,0.16787673806839534,0.742728297632469,0.11963897489953225,0.7673779843650962,1.6550169109357384,0.023848738388563145,0.736565201052236,15.879744456971064,6.568959037955656,1.0,6798,0,0.0,6798,6798,10.218714768883878,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,0.8579631717399474,False,False
missing_stale_stress,uncertainty_gate_off,many_labs_igt,participant_grouped_outer_cv,history_baseline,617,66525,30358,4726,2916,1810,888,413,475,12211,48700,37403,5413,0.07104096204434424,0.01334836527621195,0.18355505449079293,0.7320556181886508,0.09605375848211345,0.6170122725349132,2.720781661029688,0.013604321760326768,0.7140172867343104,56.22397594889139,8.136790680195416,0.9999999999999999,6798,0,0.0,6798,6798,10.218714768883878,8.0,8.0,8.0,8.0,2.0,1.0,2.0,2.0,0.7128297632468996,False,False
missing_stale_stress,uncertainty_gate_off,many_labs_igt,participant_grouped_outer_cv,regularised_logistic,617,66525,30358,4702,3217,1485,1217,734,483,10953,49653,12649,4155,0.07068019541525743,0.018293874483276965,0.16464487034949268,0.746381059751973,0.10596877264641939,0.6841769459804339,2.232243517474634,0.024178140852493576,0.7260428410372041,19.01390454716272,6.245772266065389,1.0,6798,0,0.0,6798,6798,10.218714768883878,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,0.9050131529500188,False,False
missing_stale_stress,uncertainty_gate_off,mendeley_igt_official_v2,frozen_external_official_v2_same_task,hist_gradient_boosting,59,11800,5793,463,304,159,118,62,56,2190,9029,2038,982,0.03923728813559322,0.01,0.18559322033898304,0.7651694915254237,0.05247712756775419,0.6565874730021598,1.347457627118644,0.01070257206973934,0.4745762711864407,17.271186440677965,8.322033898305085,1.0,1208,0,0.0,1208,1208,10.23728813559322,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,0.8260169491525424,False,False
missing_stale_stress,uncertainty_gate_off,mendeley_igt_official_v2,frozen_external_official_v2_same_task,history_baseline,59,11800,5793,456,240,216,80,29,51,2791,8473,7007,1583,0.03864406779661017,0.006779661016949152,0.23652542372881355,0.7180508474576272,0.041429311237700675,0.5263157894736842,1.8305084745762712,0.005006041774555498,0.4322033898305085,59.38135593220339,13.415254237288135,1.0,1208,0,0.0,1208,1208,10.23728813559322,8.0,8.0,8.0,8.0,2.0,0.0,2.0,2.0,0.699322033898305,False,False
missing_stale_stress,uncertainty_gate_off,mendeley_igt_official_v2,frozen_external_official_v2_same_task,regularised_logistic,59,11800,5793,462,234,228,118,65,53,2094,9126,2565,886,0.039152542372881356,0.01,0.17745762711864407,0.7733898305084745,0.04039357845675816,0.5064935064935064,1.9322033898305084,0.0112204384602106,0.4491525423728814,21.73728813559322,7.508474576271187,1.0,1208,0,0.0,1208,1208,10.23728813559322,8.0,8.0,8.0,8.0,2.0,2.0,2.0,2.0,0.8880508474576271,False,False
