analysis,dataset_id,model_name,capacity_basis,cohort,reference,comparison,metric,n_participants,n_valid_reference,n_valid_comparison,n_common_valid,n_reference_only,n_comparison_only,n_neither_valid,pooled_reference,pooled_comparison,pooled_difference,macro_reference,macro_comparison,arm_macro_difference,common_reference,common_comparison,common_macro_difference,pooled_difference_ci_low,pooled_difference_ci_high,pooled_difference_finite_replicates,arm_macro_difference_ci_low,arm_macro_difference_ci_high,arm_macro_difference_finite_replicates,common_macro_difference_ci_low,common_macro_difference_ci_high,common_macro_difference_finite_replicates,common_reference_ci_low,common_reference_ci_high,common_reference_finite_replicates,common_comparison_ci_low,common_comparison_ci_high,common_comparison_finite_replicates
capacity_removal,mendeley_igt_official_v2,regularised_logistic,separate_8_2_vs_unbounded,External,fixed_8_2,capacity_removed,alert_precision,59,58,58,58,0,0,1,0.50432900432900429,0.65873252008330851,0.15440351575430422,0.50431034482758619,0.59526733840982116,0.090956993582234968,0.50431034482758619,0.59526733840982116,0.090956993582234857,0.10787013247109202,0.19917651756265195,2000,0.04694495541237706,0.1363912188726451,2000,0.046944955412377067,0.13639121887264502,2000,0.45760885447106953,0.54741379310344829,2000,0.54791590004917679,0.64171255447743902,2000
capacity_removal,mendeley_igt_official_v2,regularised_logistic,separate_8_2_vs_unbounded,External,fixed_8_2,capacity_removed,alert_coverage,59,59,59,59,0,0,0,0.040220956326601068,0.38218539616778874,0.34196443984118768,0.044220650914895583,0.34661011608813569,0.30238946517324011,0.044220650914895583,0.34661011608813569,0.30238946517324,0.28306534362557051,0.39919887968127504,2000,0.24680452153303548,0.35813747768440174,2000,0.24680452153303548,0.35813747768440174,2000,0.038174806160513657,0.050699727376937696,2000,0.29242844798237266,0.40165094178377359,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_100_planned,Development,fifo,paced,alert_precision,617,614,614,614,0,0,3,0.77048216385731083,0.74389051808406648,-0.026591645773244355,0.76335328623602239,0.73082823347481329,-0.032525052761209094,0.76335328623602239,0.73082823347481329,-0.032525052761209108,-0.043858761364933815,-0.011215581940412602,2000,-0.04990650309535876,-0.016315014383011115,2000,-0.04990650309535867,-0.016315014383011129,2000,0.7489747579498518,0.7787103424928199,2000,0.71298212307192665,0.74862663191746781,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_100_planned,Development,fifo,paced,alert_coverage,617,615,615,615,0,0,2,0.12948810857105211,0.10027011002042295,-0.029217998550629162,0.15204238514004606,0.10419933983952459,-0.04784304530052147,0.15204238514004606,0.10419933983952459,-0.047843045300521449,-0.033200883336285202,-0.02541970599380447,2000,-0.054101342991975894,-0.041767173374999113,2000,-0.05410134299197588,-0.041767173374999106,2000,0.14487071440851301,0.15907076045218982,2000,0.10042191448111068,0.10809861274926617,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_episode,Development,fifo,paced,alert_precision,617,614,614,614,0,0,3,0.76832844574780057,0.74060542797494777,-0.027723017772852798,0.76480921358771525,0.72944198852179298,-0.03536722506592227,0.76480921358771525,0.72944198852179298,-0.035367225065922145,-0.045410608191510396,-0.010526095327883088,2000,-0.053206910183248732,-0.018083216827935938,2000,-0.053206910183248732,-0.018083216827935903,2000,0.75003570462275826,0.78048164536729125,2000,0.71100967495473955,0.74780762963444802,2000
online,many_labs_igt,hist_gradient_boosting,eight_per_episode,Development,fifo,paced,alert_coverage,617,615,615,615,0,0,2,0.1208248237696818,0.093484419263456089,-0.027340404506225713,0.14499898500720479,0.099313347799982632,-0.045685637207222157,0.14499898500720479,0.099313347799982632,-0.04568563720722213,-0.031165849560301582,-0.023790080016020339,2000,-0.051729880295076885,-0.039763138737066765,2000,-0.051729880295076885,-0.039763138737066751,2000,0.13790544059716656,0.15199945987634281,2000,0.095648212849704123,0.10334070993412389,2000
online,many_labs_igt,history_baseline,eight_per_100_planned,Development,fifo,paced,alert_precision,617,576,576,576,0,0,41,0.63176341730558594,0.58874192556136573,-0.043021491744220208,0.59442396434583933,0.5530431422358506,-0.041380822109988724,0.59442396434583933,0.5530431422358506,-0.041380822109988787,-0.064642865091623508,-0.021833950466764632,2000,-0.065197380356741885,-0.017544435791171674,2000,-0.06519738035674183,-0.017544435791171674,2000,0.57279450410637756,0.61492959270818026,2000,0.53046384278913317,0.57647130151620174,2000
online,many_labs_igt,history_baseline,eight_per_100_planned,Development,fifo,paced,alert_coverage,617,615,615,615,0,0,2,0.094999670597536071,0.063047631596284334,-0.031952039001251736,0.1097038071275102,0.059597269434679086,-0.050106537692831112,0.1097038071275102,0.059597269434679086,-0.050106537692831125,-0.036207719962942052,-0.027923083510364391,2000,-0.057354058476506389,-0.043168742966356616,2000,-0.05735405847650641,-0.043168742966356609,2000,0.10237968013187178,0.11745333488243759,2000,0.056667124806427702,0.062608551235383003,2000
online,many_labs_igt,history_baseline,eight_per_episode,Development,fifo,paced,alert_precision,617,576,576,576,0,0,41,0.62868507253158634,0.58605880409646516,-0.042626268435121184,0.59487640542328046,0.55333788029100517,-0.041538525132275295,0.59487640542328046,0.55333788029100517,-0.041538525132275135,-0.064263472599355193,-0.020255870448317302,2000,-0.066019747451410302,-0.016894293641916993,2000,-0.066019747451410232,-0.01689429364191691,2000,0.57298789008827722,0.61635415488634782,2000,0.53085850216250918,0.57733401784000871,2000
online,many_labs_igt,history_baseline,eight_per_episode,Development,fifo,paced,alert_coverage,617,615,615,615,0,0,2,0.088510442058106598,0.058435997101258318,-0.03007444495684828,0.1048536000239963,0.056540668168437273,-0.048312931855559023,0.1048536000239963,0.056540668168437273,-0.048312931855559023,-0.034133784708730117,-0.026092235873424116,2000,-0.055403796172226759,-0.04161372267287157,2000,-0.055403796172226752,-0.041613722672871577,2000,0.097586914110694131,0.11251959397548345,2000,0.0537628200024175,0.059361139801949042,2000
online,many_labs_igt,regularised_logistic,eight_per_100_planned,Development,fifo,paced,alert_precision,617,612,612,612,0,0,5,0.69291493980659169,0.6575413223140496,-0.035373617492542087,0.68166156193116967,0.65347298852200819,-0.028188573409161477,0.68166156193116967,0.65347298852200819,-0.02818857340916165,-0.054792576128122328,-0.017063156320029627,2000,-0.045744408311428626,-0.010351588492260463,2000,-0.045744408311428564,-0.010351588492260446,2000,0.6626414070563007,0.6998402436447908,2000,0.63182324486161379,0.67514710838382797,2000
online,many_labs_igt,regularised_logistic,eight_per_100_planned,Development,fifo,paced,alert_coverage,617,615,615,615,0,0,2,0.11565320508597404,0.083865867316687534,-0.031787337769286508,0.1328448030385399,0.082944157475598787,-0.049900645562941118,0.1328448030385399,0.082944157475598787,-0.049900645562941118,-0.036156619726541023,-0.027821587126289474,2000,-0.056659557309730303,-0.044031184590813857,2000,-0.05665955730973031,-0.044031184590813899,2000,0.12644632905793143,0.13981172846078793,2000,0.079705176402174532,0.086002864815904467,2000
online,many_labs_igt,regularised_logistic,eight_per_episode,Development,fifo,paced,alert_precision,617,612,612,612,0,0,5,0.68694550063371351,0.65621562156215618,-0.030729879071557331,0.6801100995953937,0.65549330843448494,-0.024616791160908758,0.6801100995953937,0.65549330843448494,-0.024616791160908813,-0.050196153987258761,-0.012420179616321862,2000,-0.042868327402978204,-0.0062744952483682077,2000,-0.042868327402978065,-0.0062744952483680784,2000,0.66086460485494436,0.69837631224331109,2000,0.63396000139232911,0.67697323558815992,2000
online,many_labs_igt,regularised_logistic,eight_per_episode,Development,fifo,paced,alert_coverage,617,615,615,615,0,0,2,0.10712168127017591,0.07859542789380064,-0.028526253376375266,0.12642017271423794,0.079278600790900988,-0.047141571923336956,0.12642017271423794,0.079278600790900988,-0.047141571923336963,-0.032636538481108625,-0.024697733394986179,2000,-0.053515357714079489,-0.04121135979411418,2000,-0.053515357714079469,-0.041211359794114166,2000,0.11987666642771892,0.13332660069195923,2000,0.076120186128399034,0.08226905523464477,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_100_planned,External,fifo,paced,alert_precision,59,59,59,59,0,0,0,0.69017341040462432,0.72679045092838201,0.036617040523757693,0.67527409031646324,0.68496360042970217,0.0096895101132389305,0.67527409031646324,0.68496360042970217,0.0096895101132389288,-0.0054675977496042054,0.077482803279047094,2000,-0.032399689528926828,0.052895755374568899,2000,-0.032399689528926821,0.052895755374568934,2000,0.63445615354513663,0.71494364039914893,2000,0.63593951422870909,0.73124668763439937,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_100_planned,External,fifo,paced,alert_coverage,59,59,59,59,0,0,0,0.10305541170378042,0.094596927326083199,-0.0084584843776972229,0.10821820362773767,0.095435420772255072,-0.012782782855482594,0.10821820362773767,0.095435420772255072,-0.01278278285548259,-0.016695494077990224,-0.00066028245108338602,2000,-0.022038574291396176,-0.00395702059828946,2000,-0.022038574291396183,-0.0039570205982894548,2000,0.097119458558644053,0.11970059301462217,2000,0.084082323570575171,0.10756190235317585,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_episode,External,fifo,paced,alert_precision,59,59,59,59,0,0,0,0.66952789699570814,0.71182266009852213,0.042294763102813993,0.66545601291364009,0.68726795803066987,0.021811945117029774,0.66545601291364009,0.68726795803066987,0.021811945117029861,-0.011422958698649949,0.097417630728504179,2000,-0.032668482647296306,0.07920500403551238,2000,-0.032668482647296208,0.079205004035512463,2000,0.62073748991121869,0.71115819209039544,2000,0.63211259079903148,0.73955962469733638,2000
online,mendeley_igt_official_v2,hist_gradient_boosting,eight_per_episode,External,fifo,paced,alert_coverage,59,59,59,59,0,0,0,0.053858104609010873,0.049887795615397891,-0.0039703089936129823,0.05783856882369335,0.05226136068278283,-0.0055772081409105195,0.05783856882369335,0.05226136068278283,-0.0055772081409105239,-0.0092985658684260966,0.0013243084430264946,2000,-0.012708270233068978,0.0021411285273244063,2000,-0.012708270233068976,0.0021411285273244089,2000,0.05207253553076481,0.0642116072587402,2000,0.045343398298875993,0.061306515963933807,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_100_planned,External,fifo,paced,alert_precision,59,54,54,54,0,0,5,0.47727272727272729,0.56346153846153846,0.086188811188811165,0.42555816097482763,0.46126782168448838,0.035709660709660751,0.42555816097482763,0.46126782168448838,0.035709660709660709,0.028192826291911322,0.14706280524053181,2000,-0.030108490712333694,0.10660598082473081,2000,-0.030108490712333662,0.1066059808247308,2000,0.37348535247432307,0.47527825753507147,2000,0.38423233326693146,0.54245763181215578,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_100_planned,External,fifo,paced,alert_coverage,59,59,59,59,0,0,0,0.058001035732780939,0.05057828413602624,-0.0074227515967546995,0.059097122481843317,0.044350222525906174,-0.014746899955937143,0.059097122481843317,0.044350222525906174,-0.01474689995593715,-0.016493754336071118,0.0017664214527808567,2000,-0.026023882756556118,-0.0036252378224086021,2000,-0.026023882756556111,-0.0036252378224085869,2000,0.048283581143599291,0.069831745917723134,2000,0.034787209743882393,0.053953341112775728,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_episode,External,fifo,paced,alert_precision,59,54,54,54,0,0,5,0.4494949494949495,0.57620817843866168,0.12671322894371218,0.42217813051146386,0.4829144620811287,0.060736331569664848,0.42217813051146386,0.4829144620811287,0.06073633156966491,0.055353145196554536,0.19887330069137785,2000,-0.024346166341780301,0.14727079199735443,2000,-0.024346166341780374,0.14727079199735446,2000,0.36383854166666663,0.47714846256898985,2000,0.39750811688311688,0.57096130952380952,2000
online,mendeley_igt_official_v2,history_baseline,eight_per_episode,External,fifo,paced,alert_coverage,59,59,59,59,0,0,0,0.030726739167961332,0.026756430174348353,-0.0039703089936129789,0.032954916002891389,0.023786164298233964,-0.0091687517046574254,0.032954916002891389,0.023786164298233964,-0.009168751704657415,-0.0099215685470454007,0.0017172874129386196,2000,-0.01684605130301493,-0.0019506337200088531,2000,-0.01684605130301493,-0.0019506337200088544,2000,0.026714253837525632,0.039152987613545714,2000,0.018546667694769606,0.02908943741017099,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_100_planned,External,fifo,paced,alert_precision,59,58,58,58,0,0,1,0.56075808249721293,0.62011173184357538,0.059353649346362447,0.5562665782493369,0.59738807648290404,0.041121498233567144,0.5562665782493369,0.59738807648290404,0.041121498233567193,0.016967875836447825,0.10140654598512981,2000,-0.0018773256711173134,0.08714417925866165,2000,-0.0018773256711172878,0.087144179258661678,2000,0.51359000535157517,0.59655611591977287,2000,0.54100320700956295,0.65474260471694345,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_100_planned,External,fifo,paced,alert_coverage,59,59,59,59,0,0,0,0.086828931469014325,0.076644225789746251,-0.010184705679268075,0.090807484901657645,0.072969804469922975,-0.01783768043173467,0.090807484901657645,0.072969804469922975,-0.017837680431734663,-0.019347236124558752,-0.0015096041336231188,2000,-0.028367978472233171,-0.0076137963809996684,2000,-0.028367978472233178,-0.0076137963809996866,2000,0.081594867940491339,0.099587983074333614,2000,0.064523226741083059,0.08133617143268157,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_episode,External,fifo,paced,alert_precision,59,58,58,58,0,0,1,0.50432900432900429,0.60533333333333328,0.10100432900432899,0.50431034482758619,0.59337027914614127,0.089059934318555078,0.50431034482758619,0.59337027914614127,0.089059934318555023,0.043328703459325407,0.16046915467331077,2000,0.024058394909688013,0.15355332186398202,2000,0.024058394909688013,0.15355332186398199,2000,0.45760885447106953,0.54741379310344829,2000,0.52565384869611198,0.65884826994795576,2000
online,mendeley_igt_official_v2,regularised_logistic,eight_per_episode,External,fifo,paced,alert_coverage,59,59,59,59,0,0,0,0.040220956326601068,0.039185223545658551,-0.0010357327809425165,0.044220650914895583,0.038264827736225686,-0.0059558231786698973,0.044220650914895583,0.038264827736225686,-0.0059558231786699094,-0.0066276008251390907,0.0042642290315589399,2000,-0.013473984103691251,0.00089374111375907072,2000,-0.013473984103691253,0.00089374111375906552,2000,0.038174806160513657,0.050699727376937696,2000,0.033472463647385882,0.042881461949439814,2000
