dataset_id,evaluation_scope,model_name,cap_label,automated_alert_cap,aggregate_level,outer_fold,n_participants,n_decisions,n_positive,n_alert,n_human_review,n_abstain,n_no_action,n_action_routes,n_true_action_routes,n_false_action_routes,n_true_alerts,n_false_alerts,n_auto_capacity_blocks,n_review_capacity_overflow_abstentions,alert_rate,human_review_rate,abstain_rate,no_action_rate,action_route_rate,event_coverage_by_action,action_precision,false_actions_per_100,event_coverage_by_alert,alert_precision,false_alerts_per_100,auto_capacity_blocks_per_100,route_rate_sum
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,4,4,outer_fold,3,121,13035,5594,477,241,2698,9619,718,527,191,382,95,2607,827,0.03659378596087457,0.018488684311469123,0.2069812044495589,0.7379363252780974,0.05508247027234369,0.09420808008580622,0.733983286908078,1.4652857690832375,0.06828745084018592,0.80083857442348,0.728807057920982,20.0,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,4,4,outer_fold,4,125,13485,6342,492,248,3276,9469,740,519,221,370,122,3064,1051,0.03648498331479422,0.01839080459770115,0.24293659621802002,0.7021876158694846,0.054875787912495366,0.08183538315988648,0.7013513513513514,1.638857990359659,0.058341217281614635,0.7520325203252033,0.9047089358546533,22.72154245457916,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,6,6,pooled,all,617,66525,30358,3627,1222,15478,46198,4849,3519,1330,2793,834,13452,4996,0.05452085682074408,0.01836903419767005,0.23266441187523487,0.694445697106351,0.07288989101841413,0.11591672705711839,0.7257166426067231,1.999248402856069,0.09200210817576915,0.7700578990901572,1.2536640360766629,20.22096956031567,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,6,6,outer_fold,0,124,13335,6299,733,245,3263,9094,978,696,282,566,167,2821,1032,0.05496812898387701,0.01837270341207349,0.2446944131983502,0.6819647544056993,0.0733408323959505,0.11049372916335927,0.7116564417177914,2.1147356580427448,0.08985553262422606,0.772169167803547,1.2523434570678664,21.15485564304462,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,6,6,outer_fold,1,124,13385,6080,733,246,3185,9221,979,699,280,540,193,2931,1099,0.054762794172581244,0.018378782218901754,0.23795293238700038,0.6889054912215167,0.073141576391483,0.1149671052631579,0.7139938712972421,2.091893911094509,0.08881578947368421,0.7366984993178718,1.441912588718715,21.89764661935002,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,6,6,outer_fold,2,123,13285,6043,717,242,3056,9270,959,705,254,562,155,2504,987,0.05397064358298833,0.018216033120060218,0.23003387278885962,0.6977794505080919,0.07218667670304856,0.11666390865464174,0.735140771637122,1.9119307489649982,0.0930001654807215,0.7838214783821479,1.1667293940534438,18.848325178773052,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,6,6,outer_fold,3,121,13035,5594,713,241,2698,9383,954,720,234,575,138,2371,827,0.054698887610280016,0.018488684311469123,0.2069812044495589,0.719831223628692,0.07318757192174914,0.12870933142652843,0.7547169811320755,1.7951668584579976,0.10278870218090812,0.8064516129032258,1.0586881472957423,18.189489835059454,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,6,6,outer_fold,4,125,13485,6342,731,248,3276,9230,979,699,280,550,181,2825,1051,0.054208379681127176,0.01839080459770115,0.24293659621802002,0.6844642195031516,0.07259918427882833,0.11021759697256386,0.7139938712972421,2.0763811642565813,0.08672343109429202,0.7523939808481532,1.342232109751576,20.949202817945867,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,8,8,pooled,all,617,66525,30358,4774,1222,15478,45051,5996,4394,1602,3668,1106,12305,4996,0.07176249530251785,0.01836903419767005,0.23266441187523487,0.6772040586245772,0.09013152950018789,0.14473944265103103,0.7328218812541695,2.4081172491544534,0.1208248237696818,0.7683284457478006,1.662532882375047,18.496805712138293,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,8,8,outer_fold,0,124,13335,6299,964,245,3263,8863,1209,879,330,749,215,2590,1032,0.0722909636295463,0.01837270341207349,0.2446944131983502,0.66464191976003,0.0906636670416198,0.13954595967613906,0.7270471464019851,2.4746906636670416,0.11890776313700588,0.7769709543568465,1.6122984626921635,19.42257217847769,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,8,8,outer_fold,1,124,13385,6080,972,246,3185,8982,1218,868,350,709,263,2692,1099,0.07261860291370938,0.018378782218901754,0.23795293238700038,0.6710496824803885,0.09099738513261113,0.14276315789473684,0.7126436781609196,2.614867388868136,0.11661184210526315,0.7294238683127572,1.9648860664923422,20.112065745237206,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,8,8,outer_fold,2,123,13285,6043,932,242,3056,9055,1174,877,297,734,198,2289,987,0.07015430937147159,0.018216033120060218,0.23003387278885962,0.6815957847196086,0.0883703424915318,0.1451265927519444,0.7470187393526405,2.2356040647346633,0.12146284957802415,0.7875536480686696,1.4904027098231087,17.22995859992473,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,8,8,outer_fold,3,121,13035,5594,944,241,2698,9152,1185,904,281,759,185,2140,827,0.07242040659762179,0.018488684311469123,0.2069812044495589,0.7021097046413503,0.09090909090909091,0.161601716124419,0.7628691983122363,2.155734560797852,0.1356810868787987,0.8040254237288136,1.4192558496355965,16.41733793632528,1.0000000000000002
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,8,8,outer_fold,4,125,13485,6342,962,248,3276,8999,1210,866,344,717,245,2594,1051,0.07133852428624397,0.01839080459770115,0.24293659621802002,0.6673340748980349,0.08972932888394512,0.13654998423210343,0.715702479338843,2.5509825732295144,0.1130558183538316,0.7453222453222453,1.8168335187245088,19.236188357434187,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,effective_unbounded,151,pooled,all,617,66525,30358,17079,1222,15478,32746,18301,14211,4090,13485,3594,0,4996,0.2567305524239008,0.01836903419767005,0.23266441187523487,0.4922360015031943,0.27509958662157086,0.46811384149153434,0.7765149445385499,6.148064637354378,0.44419922261018513,0.789566133848586,5.402480270574972,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,effective_unbounded,151,outer_fold,0,124,13335,6299,3554,245,3263,6273,3799,2908,891,2778,776,0,1032,0.2665166854143232,0.01837270341207349,0.2446944131983502,0.4704161979752531,0.2848893888263967,0.4616605810446103,0.7654645959463017,6.681664791901013,0.44102238450547704,0.7816544738323016,5.8192725909261345,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,effective_unbounded,151,outer_fold,1,124,13385,6080,3664,246,3185,6290,3910,2981,929,2822,842,0,1099,0.2737392603660814,0.018378782218901754,0.23795293238700038,0.4699290250280164,0.2921180425849832,0.49029605263157894,0.7624040920716113,6.940605155024281,0.4641447368421053,0.7701965065502183,6.290623832648487,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,effective_unbounded,151,outer_fold,2,123,13285,6043,3221,242,3056,6766,3463,2712,751,2569,652,0,987,0.24245389537071885,0.018216033120060218,0.23003387278885962,0.5092961987203614,0.2606699284907791,0.4487837166970048,0.7831360092405428,5.652992096349266,0.42511997352308456,0.7975783918037876,4.9077907414377115,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,effective_unbounded,151,outer_fold,3,121,13035,5594,3084,241,2698,7012,3325,2645,680,2500,584,0,827,0.23659378596087458,0.018488684311469123,0.2069812044495589,0.5379363252780974,0.2550824702723437,0.4728280300321773,0.7954887218045112,5.216724204065976,0.44690740078655705,0.8106355382619974,4.4802454929037205,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,hist_gradient_boosting,effective_unbounded,151,outer_fold,4,125,13485,6342,3556,248,3276,6405,3804,2965,839,2816,740,0,1051,0.26370040786058585,0.01839080459770115,0.24293659621802002,0.474972191323693,0.282091212458287,0.467518133081047,0.7794426919032598,6.221727845754542,0.44402396720277515,0.7919010123734533,5.487578791249536,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,2,2,pooled,all,617,66525,30358,1139,871,25359,39156,2010,1087,923,680,459,26554,5074,0.017121382938744833,0.013092822247275461,0.3811950394588501,0.5885907553551296,0.030214205186020294,0.03580604782923776,0.5407960199004975,1.3874483276963547,0.022399367547269254,0.5970149253731343,0.6899661781285231,39.915821119879745,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,2,2,outer_fold,0,124,13335,6299,222,174,4601,8338,396,222,174,124,98,5833,845,0.016647919010123736,0.013048368953880765,0.345031871016123,0.6252718410198725,0.0296962879640045,0.035243689474519765,0.5606060606060606,1.3048368953880765,0.019685664391173203,0.5585585585585585,0.7349081364829396,43.742032245969256,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,2,2,outer_fold,1,124,13385,6080,241,168,5223,7753,409,205,204,147,94,5776,1230,0.018005229734777736,0.012551363466567053,0.39021292491595067,0.5792304818827045,0.030556593201344788,0.033717105263157895,0.5012224938875306,1.5240941352259993,0.024177631578947367,0.6099585062240664,0.7022786701531565,43.152782966006725,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,2,2,outer_fold,2,123,13285,6043,225,180,5571,7309,405,224,181,131,94,4654,1163,0.016936394429808054,0.013549115543846444,0.41934512608204744,0.550169363944298,0.030485509973654498,0.037067681615091844,0.5530864197530864,1.3624388407978925,0.02167797451596889,0.5822222222222222,0.7075649228453142,35.031990967256306,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,2,2,outer_fold,3,121,13035,5594,222,184,4922,7707,406,216,190,142,80,4670,1046,0.01703107019562716,0.01411584196394323,0.3775987725354814,0.5912543153049482,0.031146912159570387,0.038612799427958526,0.5320197044334976,1.457614115841964,0.02538434036467644,0.6396396396396397,0.6137322593018796,35.82662063674722,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,history_baseline,2,2,outer_fold,4,125,13485,6342,229,165,5042,8049,394,220,174,136,93,5621,790,0.016981831664812756,0.012235817575083427,0.3738969225064887,0.5968854282536151,0.02921764923989618,0.03468937243771681,0.5583756345177665,1.2903225806451613,0.021444339325134027,0.5938864628820961,0.6896551724137931,41.68335187245087,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,4,4,pooled,all,617,66525,30358,2230,871,25359,38065,3101,1784,1317,1377,853,25463,5074,0.03352123261931605,0.013092822247275461,0.3811950394588501,0.5721909056745584,0.04661405486659151,0.058765399565188746,0.5752982908739116,1.979706877113867,0.04535871928322024,0.6174887892376681,1.2822247275460352,38.275836151822624,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,4,4,outer_fold,0,124,13335,6299,436,174,4601,8124,610,361,249,263,173,5619,845,0.03269591301087364,0.013048368953880765,0.345031871016123,0.6092238470191226,0.045744281964754406,0.05731068423559295,0.5918032786885246,1.8672665916760405,0.04175265915224639,0.6032110091743119,1.2973378327709035,42.13723284589426,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,history_baseline,4,4,outer_fold,1,124,13385,6080,478,168,5223,7516,646,351,295,293,185,5539,1230,0.03571161748225626,0.012551363466567053,0.39021292491595067,0.561524094135226,0.04826298094882331,0.057730263157894736,0.5433436532507739,2.2039596563317145,0.04819078947368421,0.6129707112970711,1.382144191258872,41.382144191258874,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,4,4,outer_fold,2,123,13285,6043,434,180,5571,7100,614,352,262,259,175,4445,1163,0.03266842303349642,0.013549115543846444,0.41934512608204744,0.5344373353406097,0.04621753857734287,0.05824921396657289,0.5732899022801303,1.9721490402709823,0.042859506867449944,0.5967741935483871,1.3172751223184043,33.45878810688747,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,history_baseline,4,4,outer_fold,3,121,13035,5594,433,184,4922,7496,617,352,265,278,155,4459,1046,0.03321825853471423,0.01411584196394323,0.3775987725354814,0.5750671269658612,0.04733410049865746,0.06292456203074723,0.5705024311183144,2.032988108937476,0.04969610296746514,0.6420323325635104,1.1891062523973916,34.207901802838514,1.0000000000000002
many_labs_igt,participant_grouped_outer_cv,history_baseline,4,4,outer_fold,4,125,13485,6342,449,165,5042,7829,614,368,246,284,165,5401,790,0.03329625509825732,0.012235817575083427,0.3738969225064887,0.5805710048201705,0.04553207267334075,0.05802585935036266,0.5993485342019544,1.8242491657397109,0.04478082623777988,0.6325167037861915,1.2235817575083425,40.05190952910642,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6,pooled,all,617,66525,30358,3271,871,25359,37024,4142,2446,1696,2039,1232,24422,5074,0.049169485155956406,0.013092822247275461,0.3811950394588501,0.5565426531379181,0.06226230740323187,0.08057184267738322,0.5905359729599228,2.5494175122134535,0.06716516239541472,0.6233567716294711,1.8519353626456219,36.711010898158584,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6,outer_fold,0,124,13335,6299,644,174,4601,7916,818,508,310,410,234,5411,845,0.048293963254593175,0.013048368953880765,0.345031871016123,0.5936257967754031,0.06134233220847394,0.0806477218606128,0.6210268948655256,2.3247094113235844,0.06508969677726623,0.6366459627329193,1.7547806524184477,40.577427821522306,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6,outer_fold,1,124,13385,6080,712,168,5223,7282,880,486,394,428,284,5305,1230,0.053193873739260364,0.012551363466567053,0.39021292491595067,0.5440418378782219,0.06574523720582742,0.07993421052631579,0.5522727272727272,2.9435935748972732,0.07039473684210526,0.601123595505618,2.1217781098244304,39.63391856555846,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6,outer_fold,2,123,13285,6043,623,180,5571,6911,803,476,327,383,240,4256,1163,0.04689499435453519,0.013549115543846444,0.41934512608204744,0.5202107640195709,0.060444109898381636,0.07876882343207016,0.5927770859277709,2.461422657132104,0.06337911633294721,0.6147672552166934,1.8065487391795259,32.03613097478359,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6,outer_fold,3,121,13035,5594,636,184,4922,7293,820,483,337,409,227,4256,1046,0.048791714614499423,0.01411584196394323,0.3775987725354814,0.5594936708860759,0.06290755657844266,0.08634250983196282,0.5890243902439024,2.5853471423091676,0.07311405076868073,0.6430817610062893,1.7414652857690833,32.650556194859995,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6,outer_fold,4,125,13485,6342,656,165,5042,7622,821,493,328,409,247,5194,790,0.04864664441972562,0.012235817575083427,0.3738969225064887,0.5652206154987023,0.060882461994809046,0.07773573005361085,0.6004872107186358,2.432332220986281,0.06449069694102806,0.6234756097560976,1.8316648127549129,38.516870596959585,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,8,8,pooled,all,617,66525,30358,4274,871,25359,36021,5145,3094,2051,2687,1587,23419,5074,0.06424652386320932,0.013092822247275461,0.3811950394588501,0.5414656144306652,0.07733934611048478,0.1019171223400751,0.601360544217687,3.083051484404359,0.0885104420581066,0.6286850725315863,2.3855693348365277,35.2033070274333,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,8,8,outer_fold,0,124,13335,6299,846,174,4601,7714,1020,640,380,542,304,5209,845,0.06344206974128234,0.013048368953880765,0.345031871016123,0.5784776902887139,0.0764904386951631,0.10160342911573265,0.6274509803921569,2.8496437945256843,0.0860454040323861,0.640661938534279,2.2797150356205473,39.06261717285339,0.9999999999999999
many_labs_igt,participant_grouped_outer_cv,history_baseline,8,8,outer_fold,1,124,13385,6080,941,168,5223,7053,1109,626,483,568,373,5076,1230,0.07030257751214046,0.012551363466567053,0.39021292491595067,0.5269331341053418,0.0828539409787075,0.10296052631578947,0.5644724977457168,3.6085169966380275,0.09342105263157895,0.6036131774707758,2.786701531565185,37.92304818827045,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,8,8,outer_fold,2,123,13285,6043,803,180,5571,6731,983,594,389,501,302,4076,1163,0.060444109898381636,0.013549115543846444,0.41934512608204744,0.5066616484757245,0.07399322544222808,0.09829554856859175,0.6042726347914548,2.928114414753481,0.0829058414694688,0.6239103362391034,2.2732404968009035,30.681219420398946,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,8,8,outer_fold,3,121,13035,5594,827,184,4922,7102,1011,610,401,536,291,4065,1046,0.06344457230533179,0.01411584196394323,0.3775987725354814,0.5448408131952436,0.07756041426927503,0.10904540579191992,0.6033630069238378,3.0763329497506713,0.09581694672863783,0.6481257557436517,2.232451093210587,31.185270425776753,1.0000000000000002
many_labs_igt,participant_grouped_outer_cv,history_baseline,8,8,outer_fold,4,125,13485,6342,857,165,5042,7421,1022,624,398,540,317,4993,790,0.0635520949202818,0.012235817575083427,0.3738969225064887,0.550315164998146,0.07578791249536522,0.09839167455061495,0.6105675146771037,2.9514275120504263,0.08514664143803216,0.6301050175029171,2.3507601038190584,37.02632554690397,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,effective_unbounded,151,pooled,all,617,66525,30358,27693,871,25359,12602,28564,16469,12095,16062,11631,0,5074,0.4162795941375423,0.013092822247275461,0.3811950394588501,0.1894325441563322,0.4293724163848177,0.5424929178470255,0.5765649068757877,18.181134911687337,0.529086237565057,0.5800021666125014,17.483652762119505,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,effective_unbounded,151,outer_fold,0,124,13335,6299,6055,174,4601,2505,6229,3585,2644,3487,2568,0,845,0.4540682414698163,0.013048368953880765,0.345031871016123,0.18785151856017998,0.46711661042369707,0.5691379584060962,0.5755337935463156,19.827521559805025,0.5535799333227497,0.57588769611891,19.257592800899886,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,effective_unbounded,151,outer_fold,1,124,13385,6080,6017,168,5223,1977,6185,3473,2712,3415,2602,0,1230,0.449533059394845,0.012551363466567053,0.39021292491595067,0.1477026522226373,0.46208442286141205,0.5712171052631579,0.5615198059822151,20.261486738886813,0.5616776315789473,0.5675585840119661,19.43967127381397,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,effective_unbounded,151,outer_fold,2,123,13285,6043,4879,180,5571,2655,5059,2940,2119,2847,2032,0,1163,0.3672563041023711,0.013549115543846444,0.41934512608204744,0.19984945427173503,0.38080541964621756,0.48651332119808044,0.5811425182842459,15.950319909672563,0.4711236140989575,0.5835212133633941,15.295445991719985,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,history_baseline,effective_unbounded,151,outer_fold,3,121,13035,5594,4892,184,4922,3037,5076,2898,2178,2824,2068,0,1046,0.37529727656309936,0.01411584196394323,0.3775987725354814,0.232988108937476,0.3894131185270426,0.518055058991777,0.5709219858156028,16.70886075949367,0.5048265999284948,0.5772690106295993,15.864978902953586,0.0,1.0000000000000002
many_labs_igt,participant_grouped_outer_cv,history_baseline,effective_unbounded,151,outer_fold,4,125,13485,6342,5850,165,5042,2428,6015,3573,2442,3489,2361,0,790,0.43381535038932145,0.012235817575083427,0.3738969225064887,0.1800519095291064,0.4460511679644049,0.5633869441816461,0.5940149625935162,18.10901001112347,0.5501419110690634,0.5964102564102564,17.508342602892103,0.0,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,2,2,pooled,all,617,66525,30358,1219,1223,11787,52296,2442,1517,925,780,439,18128,4753,0.018323938369034197,0.018384066140548667,0.1771815107102593,0.7861104847801579,0.036708004509582864,0.04997035377824626,0.6212121212121212,1.3904547162720782,0.025693392186573554,0.6398687448728466,0.659902292371289,27.24990605035701,1.0000000000000002
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,2,2,outer_fold,0,124,13335,6299,246,246,2603,10240,492,289,203,153,93,3500,1089,0.01844769403824522,0.01844769403824522,0.19520059992500938,0.7679040119985002,0.03689538807649044,0.04588029846007303,0.5873983739837398,1.5223097112860893,0.024289569772979837,0.6219512195121951,0.6974128233970753,26.246719160104988,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,2,2,outer_fold,1,124,13385,6080,244,247,2321,10573,491,313,178,161,83,3752,951,0.018229361225252146,0.01845349271572656,0.17340306313036982,0.7899140829286515,0.036682853940978706,0.05148026315789474,0.6374745417515275,1.3298468434815092,0.026480263157894736,0.6598360655737705,0.6200971236458722,28.031378408666416,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,2,2,outer_fold,2,123,13285,6043,244,244,2252,10545,488,284,204,146,98,3699,896,0.01836657884832518,0.01836657884832518,0.1695144900263455,0.7937523522770041,0.03673315769665036,0.04699652490484858,0.5819672131147541,1.535566428302597,0.024160185338408077,0.5983606557377049,0.7376740684983064,27.843432442604442,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,2,2,outer_fold,3,121,13035,5594,240,240,2344,10211,480,318,162,164,76,3256,897,0.018411967779056387,0.018411967779056387,0.17982355197545072,0.7833525124664366,0.03682393555811277,0.056846621380050054,0.6625,1.2428078250863062,0.02931712549159814,0.6833333333333333,0.5830456463367856,24.9789029535865,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,2,2,outer_fold,4,125,13485,6342,245,246,2267,10727,491,313,178,156,89,3921,920,0.018168335187245088,0.01824249165739711,0.16811271783463108,0.7954764553207267,0.0364108268446422,0.04935351624093346,0.6374745417515275,1.3199851687059696,0.02459791863765374,0.636734693877551,0.6599925843529848,29.07675194660734,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,4,4,pooled,all,617,66525,30358,2415,1223,11787,51100,3638,2360,1278,1623,792,16932,4753,0.036302142051860206,0.018384066140548667,0.1771815107102593,0.7681322810973318,0.05468620819240887,0.07773898148758153,0.6487080813633864,1.9210822998872605,0.05346201989590882,0.6720496894409937,1.1905298759864713,25.452085682074408,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,4,4,outer_fold,0,124,13335,6299,486,246,2603,10000,732,457,275,321,165,3260,1089,0.03644544431946007,0.01844769403824522,0.19520059992500938,0.7499062617172854,0.05489313835770529,0.07255119860295285,0.6243169398907104,2.0622422197225347,0.05096046991585966,0.6604938271604939,1.2373453318335208,24.446944131983503,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,4,4,outer_fold,1,124,13385,6080,486,247,2321,10331,733,481,252,329,157,3510,951,0.03630930145685469,0.01845349271572656,0.17340306313036982,0.771834142697049,0.054762794172581244,0.07911184210526316,0.6562073669849932,1.8827045199850578,0.05411184210526316,0.676954732510288,1.172954800149421,26.223384385506165,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,4,4,outer_fold,2,123,13285,6043,484,244,2252,10305,728,442,286,304,180,3459,896,0.036432066240120436,0.01836657884832518,0.1695144900263455,0.7756868648852089,0.05479864508844561,0.07314247890120801,0.6071428571428571,2.152803914188935,0.0503061393347675,0.628099173553719,1.3549115543846444,26.036883703424916,1.0
many_labs_igt,participant_grouped_outer_cv,regularised_logistic,4,4,outer_fold,3,121,13035,5594,477,240,2344,9974,717,493,224,339,138,3019,897,0.03659378596087457,0.018411967779056387,0.17982355197545072,0.7651706942846184,0.055005753739930954,0.08813013943510904,0.6875871687587168,1.7184503260452628,0.06060064354665713,0.710691823899371,1.0586881472957423,23.16072113540468,1.0
