metric_family,dataset_id,evaluation_scope,model_name,cap_label,automated_alert_cap,metric,estimate,ci_low,ci_high,confidence_level,bootstrap_unit,bootstrap_method,bootstrap_replicates,bootstrap_seed,finite_replicates
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,alert_rate,0.049169485155956406,0.04774603007512797,0.0506531712011937,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,human_review_rate,0.013092822247275461,0.012439739915500257,0.01369291827017828,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,abstain_rate,0.3811950394588501,0.3575658312045714,0.4043584430695097,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,no_action_rate,0.5565426531379181,0.5330158033710574,0.5805685405389063,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,action_route_rate,0.06226230740323187,0.0606464592915137,0.06383797500824508,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,event_coverage_by_action,0.08057184267738322,0.07718623149668943,0.08400448763166517,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,action_precision,0.5905359729599228,0.5730517162991589,0.6079275436687238,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,false_actions_per_100,2.5494175122134535,2.424824281760953,2.6747170879889515,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,event_coverage_by_alert,0.06716516239541472,0.06396480929062105,0.0704177592634047,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,alert_precision,0.6233567716294711,0.6033485092251026,0.6439334989728499,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,false_alerts_per_100,1.8519353626456219,1.7393895370931352,1.9663540374031643,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,6,6.0,auto_capacity_blocks_per_100,36.711010898158584,34.09322664211544,39.10937026125658,0.95,participant,cluster percentile; participants sampled with replacement,2000,21330813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,8,8.0,alert_rate,0.06424652386320932,0.062244427574862767,0.06626455360885125,0.95,participant,cluster percentile; participants sampled with replacement,2000,21340813,2000
route_workload,many_labs_igt,participant_grouped_outer_cv,history_baseline,8,8.0,human_review_rate,0.013092822247275461,0.012442926746699,0.013715966843758786,0.95,participant,cluster percentile; participants sampled with replacement,2000,21340813,2000
